Change,Country,Location,Name,NameWoDiacritics,Subdivision,Status,Function,Date,IATA,Coordinates,Remarks
,US,RHS,Crestview Hills,Crestview Hills,KY,RQ,--3--6--,0607,,3901N 08434W,
,US,CW7,Crestwood,Crestwood,KY,RQ,--3-----,0907,,3819N 08528W,
,US,CW9,Crestwood,Crestwood,MO,RL,--3--6--,1107,,3822N 09023W,
,US,CWB,Crestwood,Crestwood,IL,RQ,--3-----,9307,,,
,US,ERX,Creswell,Creswell,OR,RL,-23-----,0701,,4555N 12301W,
,US,CQQ,Crete,Crete,IL,RL,--3-----,0201,,4126N 08737W,
,US,CTF,Crete,Crete,NE,RQ,--3-----,9307,,,
,US,EE5,Crete,Crete,ND,RQ,--3-----,1001,,4612N 09757W,
,US,C4Q,Creve Coeur,Creve Coeur,MO,RL,--3-----,1307,,3839N 09025W,
,US,CXD,Creve Coeur,Creve Coeur,IL,RQ,--3-----,9307,,,
,US,VGW,Crewe,Crewe,VA,RQ,--3--6--,2007,,3710N 07807W,
,US,C74,Crimora,Crimora,VA,RL,1-------,1401,,3809N 07851W,
,US,UCZ,Cripple Creek,Cripple Creek,CO,RL,-----6--,1107,,3844N 10510W,
,US,CRI,Crisfield,Crisfield,MD,RN,--3-----,0105,,,
,US,ITD,Crittenden,Crittenden,KY,RQ,--3--6--,0607,,3847N 08436W,
,US,CQ7,Crivitz,Crivitz,WI,RL,--3--6--,1107,,4514N 08800W,
,US,CRM,Crockett,Crockett,CA,RN,1-3-----,0105,,,
,US,KHT,Crockett,Crockett,KY,RQ,--3-----,1001,,3759N 08305W,
,US,XOK,Crockett,Crockett,TX,RQ,--3-----,9307,,,
,US,OFN,Crofton,Crofton,KY,RQ,--3--6--,0607,,3702N 08729W,
,US,RFT,Crofton,Crofton,NE,RL,--3-----,0901,,4243N 09729W,
,US,ZCN,Crofton,Crofton,MD,RL,--3-----,0701,,3900N 07641W,
,US,C8G,Cromberg,Cromberg,CA,RL,--3-----,1801,,3952N 12042W,
,US,C8W,Cromwell,Cromwell,KY,RL,--3-----,1401,,3720N 08647W,
,US,XYX,Cromwell,Cromwell,IN,RL,-----6--,1107,,4124N 08536W,
,US,ZCW,Cromwell,Cromwell,CT,RL,123-----,0701,,4136N 07239W,
,US,CKD,Crooked Creek,Crooked Creek,AK,AI,---4----,0001,,,
,US,CKN,Crookston,Crookston,MN,AI,---4----,0001,,,
,US,OOS,Crooksville,Crooksville,OH,RL,-23--6--,0401,,3946N 08205W,
,US,3RP,Cropsey,Cropsey,IL,RL,--3-----,1501,,4036N 08828W,
,US,CW3,Cropwell,Cropwell,AL,RQ,--3--6--,0607,,3333N 08616W,
,US,CGM,Crosby,Crosby,MN,RQ,--3-----,9307,,,
,US,CJY,Crosby,Crosby,TX,RQ,--3-----,9307,,,
,US,CSY,Crosby,Crosby,ND,RQ,--3-----,0101,,,
,US,CXY,Crosbyton,Crosbyton,TX,RQ,--3-----,9307,,,
,US,8CR,Cross,Cross,SC,RL,--3-----,1607,,3319N 08008W,
,US,CTY,Cross City,Cross City,FL,AI,---4----,0001,,,
,US,CXG,Cross Junction,Cross Junction,VA,RQ,--3-----,9307,,,
,US,XL4,Cross Lanes,Cross Lanes,WV,RL,--3--6--,1207,,3825N 08147W,
,US,5CP,Cross Plains,Cross Plains,IN,RL,--3-----,1607,,3856N 08512W,
,US,CXH,Cross Plains,Cross Plains,WI,RQ,--3-----,9307,,,
,US,UOP,Cross Plains,Cross Plains,TN,RL,--3-----,0901,,3632N 08641W,
,US,C2S,Cross Roads,Cross Roads,TX,RL,--3-----,1307,,3313N 09700W,
,US,CRT,Crossett,Crossett,AR,AI,---4----,9601,,,
,US,CK4,Crosslake,Crosslake,MN,RQ,--3-----,0901,,4639N 09406W,
,US,9CR,Crossnore,Crossnore,NC,RL,--3-----,1301,,3601N 08155W,
,US,QCR,Crossroads,Crossroads,TX,RL,--3-----,0701,,3326N 09542W,
,US,XRD,Crossroads,Crossroads,GA,RL,--3-----,0401,,3144N 08127W,
,US,7CR,Crossville,Crossville,IL,RL,--3-----,1301,,3809N 08803W,
,US,CR9,Crossville,Crossville,AL,RL,--3-----,1207,,3417N 08559W,
,US,CSV,Crossville,Crossville,TN,AI,--34----,9601,,,
,US,CXA,Croswell,Croswell,MI,RQ,--3-----,9307,,,
,US,CVH,Crothersville,Crothersville,IN,RL,--3-----,0307,,3848N 08550W,
,US,CYO,Croton,Croton,OH,RQ,--3-----,9307,,,
,US,C9F,Croton Falls,Croton Falls,NY,RL,--3-----,1401,,4120N 07339W,
,US,THU,Croton-on-Hudson,Croton-on-Hudson,NY,RL,123--6--,0607,,4112N 07353W,
,US,OZC,Crow Agency,Crow Agency,MT,RL,--3-----,1307,,4536N 10727W,
,US,5CM,Crowell,Crowell,TX,RL,--3-----,1801,,3359N 09943W,
,US,CWL,Crowley,Crowley,LA,RQ,--3-----,9307,,,
,US,OZY,Crowley,Crowley,TX,RL,--3-----,0701,,3234N 09721W,
,US,YOX,Crown Point,Crown Point,IN,RL,--3-----,0201,,4126N 08721W,
,US,NRC,Crows Landing,Crows Landing,CA,AI,---4----,9601,,,
,US,V7X,Croxton,Croxton,NJ,RL,1-3-----,1401,,4044N 07403W,
,US,CRF,Croydon,Croydon,PA,RQ,--3-----,9307,,,
,US,CZR,Crozet,Crozet,VA,RQ,--3-----,9307,,,
,US,ULC,Crum Lynne,Crum Lynne,PA,RL,--3-----,1307,,3952N 07519W,
,US,UMK,Crump,Crump,TN,RL,--3-----,0701,,3513N 08819W,
,US,C3R,Crystal,Crystal,MI,RL,-23-----,1201,,4315N 08454W,
,US,YSA,Crystal,Crystal,MN,RL,--3-----,0901,,4501N 09321W,
,US,N8V,Crystal Bay,Crystal Bay,NV,RL,--3-----,1501,,3913N 12000W,
,US,5KB,Crystal Beach,Crystal Beach,FL,RL,--3-----,1801,,2805N 08246W,
,US,CCM,Crystal City,Crystal City,MO,RL,--3-----,0201,,3813N 09022W,
,US,CYY,Crystal City,Crystal City,TX,RQ,--3-----,9307,,,
,US,CZ4,Crystal Falls,Crystal Falls,MI,RL,--3-----,1407,,4505N 08820W,
,US,9CH,Crystal Hill,Crystal Hill,VA,RL,-----6--,1307,,3651N 07854W,
,US,CTD,Crystal Lake,Crystal Lake,IL,RQ,--3-----,9307,,,
,US,CYE,Crystal Lake,Crystal Lake,PA,AI,---4----,0001,,,
,US,2CL,Crystal Lawns,Crystal Lawns,IL,RL,--3-----,1301,,4134N 08809W,
,US,YAU,Crystal Mountain,Crystal Mountain,WA,RL,--3-----,1407,,4655N 12128W,
,US,CJF,Crystal River,Crystal River,FL,RL,-23-----,0701,,2853N 08235W,
,US,CYH,Crystal Springs,Crystal Springs,MS,RQ,--3-----,9307,,,
,US,CUA,Cuba,Cuba,NM,RL,--3--6--,0607,,3601N 10657W,
,US,JCB,Cuba,Cuba,IL,RL,--3-----,0701,,4029N 09011W,
,US,NYB,Cuba,Cuba,NY,RL,-23--6--,0401,,4213N 07816W,
,US,OCU,Cuba,Cuba,MO,RL,--3--6--,0401,,3803N 09124W,
,US,CY4,Cuba City,Cuba City,WI,RQ,--3-----,1001,,4236N 09025W,
,US,CUW,Cube Cove,Cube Cove,AK,AI,---4----,0001,,,
,US,CUD,Cudahy,Cudahy,WI,RQ,--3-----,9307,,,
,US,CUY,Cudahy,Cudahy,CA,RQ,--3-----,9307,,,
,US,YCB,Cuddy,Cuddy,PA,RL,-23--6--,0607,,4020N 08010W,
,US,9CY,Cudjoe Key,Cudjoe Key,FL,RL,--3-----,1401,,2440N 08129W,
,US,CR4,Cuero,Cuero,TX,RL,-23-----,0607,,2905N 09717W,
,US,4CU,Culbertson,Culbertson,MT,RL,--3-----,1301,,4808N 10430W,
,US,ULB,Culbertson,Culbertson,NE,RL,--3-----,0901,,4014N 10050W,
,US,QUB,Culebra,Culebra,NM,RL,-23-----,1301,,3440N 10546W,
,US,UDN,Cullen,Cullen,LA,RL,-23-----,0901,,3558N 09327W,
,US,UOZ,Culleoka,Culleoka,TN,RL,--3-----,1307,,3516N 08946W,
,US,CUL,Cullman,Cullman,AL,RQ,--3-----,9008,,,
,US,CN4,Culloden,Culloden,WV,RL,-23-----,0701,,3825N 08203W,
,US,UOH,Cullowhee,Cullowhee,NC,RL,--3-----,0901,,3518N 08310W,
,US,AAR,Culpeper,Culpeper,VA,RQ,--3-----,9008,,,
,US,CV8,Culver,Culver,OR,RQ,--3-----,0607,,4431N 12112W,
,US,KUV,Culver,Culver,IN,RL,--3-----,0901,,4113N 08625W,
,US,CVR,Culver City,Culver City,CA,AI,---4----,9601,,,
,US,4CM,Cumberland,Cumberland,IL,RL,--3-----,1301,,3918N 08758W,
,US,5CV,Cumberland,Cumberland,VA,RL,--3-----,1501,,3729N 07814W,
,US,CBE,Cumberland,Cumberland,MD,AI,---4----,9601,,,
,US,CUE,Cumberland,Cumberland,RI,RQ,--3-----,9307,,,
,US,HXD,Cumberland,Cumberland,KY,RL,1----6--,0901,,3658N 08259W,
,US,UMC,Cumberland,Cumberland,IN,RQ,--3-----,0607,,3947N 08557W,
,US,ZCU,Cumberland,Cumberland,WI,RL,-23--6--,0401,,4531N 09201W,
,US,UDT,Cumberland Center,Cumberland Center,ME,RL,--3-----,0901,,4347N 07015W,
,US,UDC,Cumberland City,Cumberland City,TN,RL,1-3--6--,0701,,3623N 08737W,
,US,QCU,Cumberland Furnace,Cumberland Furnace,TN,RL,--3--6--,0901,,3616N 08722W,
,US,CMG,Cumming,Cumming,GA,RQ,--3-----,9008,,,
,US,IUU,Cumming,Cumming,IA,RL,--3-----,1501,,4129N 09345W,
,US,C9U,Cummington,Cummington,MA,RL,--3-----,1301,,4227N 07253W,
,US,UKM,Cunningham,Cunningham,KS,RL,--3-----,1607,,3738N 09825W,
,US,CUO,Cupertino,Cupertino,CA,RQ,--3-----,9307,,,
,US,KUR,Currie,Currie,NC,RL,--3-----,0101,,3427N 07806W,
,US,CU8,Curryville,Curryville,PA,RL,--3-----,0901,,4016N 07820W,
,US,IUC,Curtice,Curtice,OH,RL,--3-----,1801,,4137N 08322W,
,US,ICU,Curtis,Curtis,NE,RL,-23-----,0701,,4038N 10030W,
,US,TSS,Curtiss,Curtiss,WI,RQ,--3--6--,0607,,4457N 09026W,
,US,CUI,Curwensville,Curwensville,PA,RQ,--3-----,9307,,,
,US,8CU,Cushing,Cushing,ME,RL,--3-----,1807,,4401N 06914W,
,US,CUH,Cushing,Cushing,OK,AI,---4----,0001,,,
,US,XHW,Cushing,Cushing,TX,RL,-----6--,1107,,3148N 09450W,
,US,JWS,Cusseta,Cusseta,AL,RQ,--3--6--,0907,,3247N 08515W,
,US,USR,Custar,Custar,OH,RQ,--3--6--,0607,,4117N 08350W,
,US,USE,Custer,Custer,SD,RL,-23-----,0401,,4346N 10335W,
,US,UTE,Custer,Custer,WI,RQ,-23-----,0701,,4431N 08925W,
,US,UTR,Custer,Custer,WA,RQ,-23-----,0701,,4855N 12238W,
,US,CUF,Cut and Shoot,Cut and Shoot,TX,RL,-23-----,0003,,,
,US,CTB,Cut Bank,Cut Bank,MT,AI,---4----,0001,,,
,US,UOF,Cut Off,Cut Off,LA,RQ,--3--6--,0607,,2932N 09020W,
,US,UTC,Cutchogue,Cutchogue,NY,RL,-23--6--,0401,,4100N 07229W,
,US,H8B,Cuthbert,Cuthbert,GA,RL,--3-----,1801,,3146N 08447W,
,US,2CU,Cutler,Cutler,IN,RL,--3-----,1207,,4028N 08631W,
,US,CUG,Cutler,Cutler,CA,RQ,--3-----,9307,,,
,US,XUT,Cutler,Cutler,IL,RL,--3-----,1407,,3801N 08933W,
,US,C6B,Cutler Bay,Cutler Bay,FL,RL,--3-----,1601,,2534N 08020W,
,US,CI4,Cutler Ridge,Cutler Ridge,FL,RQ,-----6--,1007,,2901N 08117W,
,US,CUJ,Cuyahoga Falls,Cuyahoga Falls,OH,RQ,--3-----,9307,,,
,US,CU5,Cuyahoga Heights,Cuyahoga Heights,OH,RL,-----6--,0901,,4126N 08139W,
,US,YDL,Cyclone,Cyclone,WV,RL,--3-----,0901,,3743N 08141W,
,US,6CY,Cynthiana,Cynthiana,OH,RL,--3-----,1607,,3910N 08320W,
,US,CAZ,Cynthiana,Cynthiana,KY,RL,--3-----,9307,,,
,US,YJA,Cynthiana,Cynthiana,IN,RL,--3-----,1307,,3811N 08742W,
,US,4CY,Cypress,Cypress,FL,RL,--3-----,1407,,3042N 08504W,
,US,CYQ,Cypress,Cypress,CA,RL,--3-----,0507,,3349N 11802W,
,US,CYX,Cypress,Cypress,TX,RQ,--3-----,9307,,,
,US,YXB,Cypress Bend,Cypress Bend,AR,RQ,1-------,1201,,3336N 09112W,
,US,DHC,D'Hanis,D'Hanis,TX,RL,-23-----,0901,,2920N 09917W,
,US,DCQ,Dacono,Dacono,CO,RL,--3-----,0607,,4005N 10456W,
,US,DQL,Dacula,Dacula,GA,RQ,--3-----,9307,,,
,US,DDB,Dade City,Dade City,FL,RQ,--3-----,9307,,,
,US,DDL,Dadeville,Dadeville,AL,RL,-23-----,0701,,3249N 08545W,
,US,DAG,Daggett,Daggett,CA,AI,---4----,0001,,,
,US,D5W,Dagsboro,Dagsboro,DE,RL,1-3-----,1401,,3832N 07514W,
,US,DCK,Dahl Creek,Dahl Creek,AK,AI,---4----,0001,,,
,US,DGN,Dahlgren,Dahlgren,VA,AI,---4----,0001,,,
,US,DQG,Dahlgren,Dahlgren,IL,RL,--3-----,1501,,3811N 08841W,
,US,DHL,Dahlonega,Dahlonega,GA,RQ,--3-----,9307,,,
,US,DAI,Dailey,Dailey,WV,RQ,--3-----,9307,,,
,US,DFG,Daingerfield,Daingerfield,TX,RQ,--3-----,9307,,,
,US,D8R,Dairy,Dairy,OR,RL,--3-----,1501,,4214N 12131W,
,US,DKO,Dakota,Dakota,IL,RL,-23-----,0701,,4223N 08931W,
,US,KOF,Dakota,Dakota,MN,RL,--3-----,1107,,4354N 09121W,
,US,DAK,Dakota City,Dakota City,IA,RQ,--3-----,9307,,,
,US,DKC,Dakota City,Dakota City,NE,RQ,--3-----,9307,,,
,US,DTD,Dakota Dunes,Dakota Dunes,SD,RL,--3-----,0701,,4229N 09629W,
,US,DLR,Dal-nor,Dal-nor,TX,RL,-23-----,0207,,,Near Dallas
,US,DBO,Dalbo,Dalbo,MN,RL,--3--6--,0607,,4539N 09324W,
,US,OA8,Dale,Dale,IN,RL,--3-----,1301,,3810N 08659W,
,US,YDE,Dale,Dale,WI,RL,123--6--,0307,,4416N 08840W,
,US,DC2,Dale City,Dale City,VA,RL,--3-----,0607,,3838N 07719W,
,US,DKV,Daleville,Daleville,IN,RQ,--3-----,1001,,4007N 08533W,
,US,DV4,Daleville,Daleville,VA,RL,--3--6--,0607,,3724N 07955W,
,US,DVY,Daleville,Daleville,AL,RL,-23-----,0601,,3118N 08543W,
,US,DHT,Dalhart,Dalhart,TX,AI,---4----,9601,,,
,US,IJS,Dalies,Dalies,NM,RL,-23-----,1301,,3446N 10651W,
,US,DAC,Dallas,Dallas,NC,RQ,--3-----,9307,,,
,US,DAE,Dallas,Dallas,OR,RQ,--3-----,9307,,,
,US,DAL,Dallas,Dallas,TX,RL,-234----,0003,DFW,,Apt cf US DFW
,US,DLB,Dallas,Dallas,MO,RQ,--3--6--,1001,,3856N 09436W,
,US,DLX,Dallas,Dallas,GA,RQ,--3-----,9307,,,
,US,DSP,Dallas,Dallas,PA,RQ,--3-----,9307,,,
,US,ZCO,Dallas,Dallas,IA,RL,-----6--,0901,,4112N 09315W,
,US,DC6,Dallas Center,Dallas Center,IA,RL,1-3-----,1401,,4141N 09357W,
,US,DCX,Dallas City,Dallas City,IL,RL,--3-----,1301,,4038N 09110W,
,US,DFW,Dallas-Fort Worth Int Apt,Dallas-Fort Worth Int Apt,TX,AI,---4----,0201,,,cf US DAL
,US,DAZ,Dallastown,Dallastown,PA,RL,--3-----,0201,,3953N 07638W,
,US,DL6,Dalmatia,Dalmatia,PA,RL,--3-----,1301,,4039N 07654W,
,US,DN4,Dalton,Dalton,NH,RL,--3-----,0901,,4424N 07141W,
,US,DNN,Dalton,Dalton,GA,AI,---4----,9601,,,
,US,DPQ,Dalton,Dalton,PA,RQ,--3-----,9307,,,
,US,DT8,Dalton,Dalton,MN,RL,--3-----,0901,,4610N 09554W,
,US,QDL,Dalton,Dalton,OH,RL,-23--6--,0401,,4047N 08141W,
,US,QDT,Dalton,Dalton,MA,RL,--3--6--,0401,,4228N 07310W,
,US,DK9,Dalton City,Dalton City,IL,RL,--3-----,1707,,3942N 08848W,
,US,DTG,Dalton Gardens,Dalton Gardens,ID,RQ,--3--6--,1001,,4744N 11646W,
,US,DXL,Daly City,Daly City,CA,RQ,--3-----,9307,,,
,US,DZL,Dalzell,Dalzell,SC,RQ,--3--6--,0607,,3400N 08025W,
,US,D8A,Damariscotta,Damariscotta,ME,RL,--3-----,1807,,4401N 06931W,
,US,AR5,Damascus,Damascus,AR,RL,1-------,1201,,3522N 09224W,
,US,D3U,Damascus,Damascus,PA,RL,--3-----,1407,,4142N 07504W,
,US,DAM,Damascus,Damascus,GA,RQ,--3-----,9307,,,
,US,DMU,Damascus,Damascus,VA,RL,-23--6--,0601,,3638N 08147W,
,US,DSC,Damascus,Damascus,OR,RQ,--3-----,9307,,,
,US,ZWF,Damascus,Damascus,MD,RL,--3-----,1301,,3916N 07712W,
,US,DPT,Dana Point,Dana Point,CA,RL,--3-----,0201,,3327N 11742W,
,US,DAH,Danboro,Danboro,PA,RL,--3-----,0601,,4021N 07508W,
,US,DAU,Danbury,Danbury,NH,RL,--3-----,9805,,,
,US,DBZ,Danbury,Danbury,WI,RL,--3-----,0901,,4600N 09222W,
,US,DUY,Danbury,Danbury,TX,RL,-23-----,0701,,2913N 09520W,
,US,DXR,Danbury,Danbury,CT,AI,---4----,9601,,,
,US,DNY,Danby,Danby,VT,RL,-23--6--,0607,,4321N 07300W,
,US,DAX,Dandridge,Dandridge,TN,RQ,--3-----,9307,,,
,US,DNE,Dane,Dane,WI,RL,123--6--,0307,,4315N 08930W,
,US,DS7,Danese,Danese,WV,AA,--3-----,1601,,3755N 08054W,
,US,DV6,Danevang,Danevang,TX,RL,--3-----,0901,,2903N 09612W,
,US,6FT,Danforth,Danforth,ME,RL,--3-----,1607,,4539N 06752W,
,US,DGB,Danger Bay,Danger Bay,AK,AI,---4----,0001,,,
,US,DAD,Dania Beach,Dania Beach,FL,RL,--3-----,0907,,2603N 08008W,
,US,DI8,Daniel Island,Daniel Island,SC,RQ,--3-----,1001,,3252N 07954W,
,US,DIS,Daniels,Daniels,WV,RL,--3--6--,0507,,3744N 08107W,
,US,DSO,Danielson,Danielson,CT,RQ,--3-----,9008,,,
,US,DA4,Danielsville,Danielsville,GA,RL,--3-----,1401,,3407N 08313W,
,US,DNW,Danielsville,Danielsville,PA,RL,--3-----,1401,,4047N 07531W,
,US,DA5,Dannebrog,Dannebrog,NE,RL,--3-----,1407,,4107N 09832W,
,US,DSV,Dansville,Dansville,NY,AI,---4----,0001,,,
,US,NY6,Dansville,Dansville,MI,RL,--3-----,1501,,4233N 08418W,
,US,DV9,Danvers,Danvers,MN,RQ,-----6--,1001,,4516N 09545W,
,US,DVR,Danvers,Danvers,MA,RQ,--3-----,9008,,,
,US,YYS,Danvers,Danvers,IL,RL,-----6--,1401,,4031N 08910W,
,US,7DV,Danville,Danville,VT,RL,--3-----,1807,,4425N 07208W,
,US,AAT,Danville,Danville,WA,RL,--3----B,0106,,4859N 11830W,
,US,AGK,Danville,Danville,OH,RL,--3-----,0607,,3901N 08215W,
,US,DAN,Danville,Danville,VA,AI,--34----,9601,,,
,US,DAP,Danville,Danville,PA,RQ,--3-----,9307,,,
,US,DHE,Danville,Danville,NH,RL,--3-----,0901,,4255N 07107W,
,US,DIH,Danville,Danville,KS,RL,-23-----,0701,,3717N 09753W,
,US,DIL,Danville,Danville,NY,RL,--3--6--,0401,,4200N 07528W,
,US,DLI,Danville,Danville,IN,RL,-23-----,0212,,3945N 08631W,
,US,DLV,Danville,Danville,IA,RQ,--3-----,9307,,,
,US,DQ6,Danville,Danville,GA,AA,--3-----,1601,,3236N 08314W,
,US,DVI,Danville,Danville,IL,RL,--34----,1101,DNV,4007N 08737W,
,US,DVK,Danville,Danville,KY,RQ,--3-----,9008,,,
,US,DZV,Danville,Danville,AR,RL,--3-----,1707,,3503N 09323W,
,US,NDJ,Danville,Danville,AL,RQ,-----6--,0901,,,
,US,SXC,Danville,Danville,CA,RL,--3-----,0401,,3749N 12159W,
,US,DHA,Daphne,Daphne,AL,RL,1-3-----,0701,,3036N 08754W,
,US,DBB,Darby,Darby,PA,RQ,--3-----,9307,,,
,US,DXB,Darby,Darby,MT,RL,--3-----,0901,,4601N 11410W,
,US,DAR,Dardanelle,Dardanelle,AR,RQ,--3-----,9307,,,
,US,DAQ,Darien,Darien,CT,RQ,--3-----,9307,,,
,US,DDR,Darien,Darien,WI,RL,123--6--,0401,,4236N 08842W,
,US,DIE,Darien,Darien,GA,RL,--3-----,0701,,3122N 08126W,
,US,DII,Darien,Darien,IL,RL,--3-----,1401,,4145N 08758W,
,US,DIR,Darien Center,Darien Center,NY,RL,--3-----,0701,,4254N 07823W,
,US,DGY,Darlington,Darlington,WI,RQ,-----6--,1007,,4240N 09006W,
,US,DIF,Darlington,Darlington,IN,RL,--3-----,0701,,4007N 08646W,
,US,DIT,Darlington,Darlington,MD,RL,--3-----,0701,,3938N 07612W,
,US,DLP,Darlington,Darlington,PA,RQ,--3-----,9307,,,
,US,DRN,Darlington,Darlington,SC,RQ,--3-----,9008,,,
,US,DN3,Darrington,Darrington,WA,RL,-23--6--,0607,,4815N 12136W,
,US,DRR,Darrow,Darrow,LA,RQ,--3-----,9501,,,
,US,DQT,Dartmouth,Dartmouth,MA,RL,--3-----,1207,,4136N 07058W,
,US,DA7,Dassel,Dassel,MN,RQ,-----6--,1001,,4504N 09418W,
,US,DL3,Dateland,Dateland,AZ,RQ,--3-----,1007,,3248N 11332W,
,US,EIP,Dauberville,Dauberville,PA,RL,--3-----,0901,,4028N 07559W,
,US,DI2,Daufuskie Island,Daufuskie Island,SC,RL,--3-----,1601,,3206N 08051W,
,US,DA8,Dauphin,Dauphin,PA,RL,1-------,1201,,4022N 07655W,
,US,DPD,Dauphin Island,Dauphin Island,AL,AM,--3-----,2301,,3015N 08807W,
,US,DVT,Davant,Davant,LA,RN,1-3-----,9501,,,
,US,9VP,Davenport,Davenport,VA,RL,--3-----,1601,,3706N 08208W,
,US,D3P,Davenport,Davenport,WA,AA,--3-----,1601,,4739N 11808W,
,US,DAV,Davenport,Davenport,CA,RN,1-3-----,9501,,,
,US,DVN,Davenport,Davenport,IA,AI,1-34----,0207,,,
,US,DVP,Davenport,Davenport,FL,RQ,--3-----,9307,,,
,US,DTY,David City,David City,NE,RL,-23-----,0901,,4115N 09707W,
,US,DAO,Davidson,Davidson,NC,RQ,--3-----,9307,,,
,US,DV2,Davidsonville,Davidsonville,MD,RL,--3-----,0607,,3855N 07638W,
